Model Name,Acc 1,Acc 2,Acc 3,Avg Acc
vit_base_patch16_224.sam_in1k,91.289,91.25,91.523,91.354
vit_base_patch16_224_miil.in21k_ft_in1k,92.383,91.523,91.445,91.784
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,92.188,91.875,91.719,91.927
vit_base_patch16_clip_224.laion2b_ft_in1k,92.305,91.875,91.211,91.797
vit_base_patch16_clip_224.openai,92.5,91.719,91.992,92.07
vit_base_patch16_clip_224.openai_ft_in12k_in1k,91.172,92.812,92.773,92.252
vit_base_patch16_clip_224.openai_ft_in1k,89.297,72.539,93.164,85.0
vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,90.703,92.031,91.875,91.536
vit_base_patch16_clip_384.laion2b_ft_in1k,92.5,91.875,91.797,92.057
vit_base_patch16_clip_quickgelu_224.metaclip_2pt5b,91.875,92.461,90.977,91.771
vit_base_patch16_dinov3.lvd1689m,92.852,93.711,92.891,93.151
vit_base_patch16_dinov3_qkvb.lvd1689m,93.672,93.281,92.617,93.19
vit_base_patch16_rpn_224.sw_in1k,92.422,91.641,91.445,91.836
vit_base_patch16_siglip_224.v2_webli,92.852,93.398,93.672,93.307
vit_base_patch16_siglip_512.v2_webli,93.203,95.117,91.68,93.333
vit_base_patch32_224.augreg_in1k,90.234,91.133,90.352,90.573
vit_base_patch32_224.augreg_in21k_ft_in1k,90.508,90.586,90.469,90.521
vit_base_patch32_224.sam_in1k,90.156,90.117,91.328,90.534
vit_base_patch32_384.augreg_in1k,92.656,91.445,92.734,92.278
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,90.273,87.539,89.883,89.232
vit_base_patch32_clip_224.laion2b_ft_in1k,89.883,88.398,88.281,88.854
vit_base_patch32_clip_224.openai_ft_in1k,89.844,89.57,90.508,89.974
vit_base_patch8_224.augreg2_in21k_ft_in1k,93.047,93.477,93.047,93.19
vit_base_patch8_224.augreg_in21k_ft_in1k,94.297,92.812,93.359,93.489
vit_huge_patch14_clip_224.laion2b_ft_in1k,90.508,90.312,89.062,89.961
vit_huge_patch14_clip_336.laion2b_ft_in12k_in1k,80.156,93.633,93.008,88.932
vit_large_patch14_clip_224.laion2b_ft_in12k_in1k,91.758,92.578,91.641,91.992
vit_large_patch14_clip_224.laion2b_ft_in1k,90.82,92.188,92.852,91.953
vit_large_patch14_clip_224.openai_ft_in12k_in1k,89.141,92.5,92.969,91.537
vit_large_patch14_clip_224.openai_ft_in1k,92.852,92.148,92.695,92.565
vit_large_patch14_clip_336.openai,89.219,90.898,93.828,91.315
vit_large_patch14_dinov2.lvd142m,91.172,91.562,92.266,91.667
vit_large_patch14_reg4_dinov2.lvd142m,93.945,94.805,93.438,94.063
vit_large_patch16_224.augreg_in21k_ft_in1k,92.188,92.695,92.422,92.435
vit_large_patch16_224.mae,93.047,93.125,92.617,92.93
vit_large_patch16_384.augreg_in21k_ft_in1k,92.031,92.695,93.75,92.825
vit_large_patch16_dinov3.lvd1689m,93.555,93.359,94.492,93.802
vit_large_patch16_dinov3_qkvb.lvd1689m,93.711,94.258,93.516,93.828
vit_large_patch16_siglip_384.webli,93.086,93.75,93.203,93.346
vit_large_r50_s32_384.augreg_in21k_ft_in1k,93.359,93.281,92.695,93.112
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,92.422,93.75,94.023,93.398
vit_pe_spatial_base_patch16_512.fb,92.5,94.062,93.359,93.307
vit_relpos_base_patch16_224.sw_in1k,91.68,91.523,91.68,91.628
vit_relpos_base_patch16_clsgap_224.sw_in1k,91.406,91.484,91.289,91.393
vit_relpos_medium_patch16_224.sw_in1k,91.211,91.875,92.188,91.758
vit_relpos_medium_patch16_cls_224.sw_in1k,91.406,91.328,91.797,91.51
vit_relpos_medium_patch16_rpn_224.sw_in1k,91.562,91.875,91.914,91.784
vit_relpos_small_patch16_224.sw_in1k,92.266,92.148,90.781,91.732
vit_small_patch14_dinov2.lvd142m,88.359,92.539,91.797,90.898
vit_small_patch14_reg4_dinov2.lvd142m,93.086,93.125,93.516,93.242
vit_small_patch16_224.augreg_in1k,92.266,92.266,92.266,92.266
vit_small_patch16_224.augreg_in21k_ft_in1k,91.875,91.016,91.758,91.55
vit_small_patch16_224.dino,91.016,90.977,90.547,90.847
vit_small_patch16_dinov3.lvd1689m,91.875,90.82,91.641,91.445
vit_small_patch16_dinov3_qkvb.lvd1689m,91.953,92.266,91.836,92.018
vit_so400m_patch14_siglip_gap_378.webli_ft_in1k,93.008,92.852,93.75,93.203
vit_srelpos_medium_patch16_224.sw_in1k,90.742,91.094,90.352,90.729
vit_srelpos_small_patch16_224.sw_in1k,90.859,91.211,91.953,91.341
vit_tiny_patch16_224.augreg_in21k_ft_in1k,91.445,91.406,91.758,91.536
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,89.609,90.156,88.906,89.557
volo_d1_224.sail_in1k,91.562,92.695,92.461,92.239
volo_d1_384.sail_in1k,93.242,94.336,92.5,93.359
volo_d2_224.sail_in1k,93.438,92.383,93.164,92.995
volo_d2_384.sail_in1k,93.906,94.336,93.867,94.036
volo_d3_224.sail_in1k,92.5,93.281,92.617,92.799
volo_d4_224.sail_in1k,92.773,93.594,92.656,93.008
volo_d5_224.sail_in1k,93.672,94.18,92.812,93.555
wide_resnet101_2.tv_in1k,90.859,90.195,90.078,90.377
wide_resnet50_2.tv_in1k,90.469,89.805,90.312,90.195
xception.tf_in1k,87.539,88.32,88.438,88.099
xception65.ra3_in1k,82.109,82.109,82.188,82.135
xcit_large_24_p16_224.fb_dist_in1k,90.938,90.742,90.82,90.833
xcit_medium_24_p8_224.fb_in1k,92.734,93.398,93.164,93.099
xcit_nano_12_p16_224.fb_in1k,87.969,89.023,88.945,88.646
xcit_nano_12_p8_224.fb_in1k,90.664,90.898,90.273,90.612
xcit_small_12_p16_224.fb_dist_in1k,89.922,89.883,90.117,89.974
xcit_small_12_p8_224.fb_in1k,91.797,92.461,92.383,92.214
xcit_small_24_p16_384.fb_dist_in1k,91.562,92.812,91.641,92.005
xcit_small_24_p8_224.fb_in1k,92.695,92.461,92.148,92.435
xcit_tiny_12_p16_224.fb_dist_in1k,88.828,88.477,88.984,88.763
xcit_tiny_12_p16_384.fb_dist_in1k,90.859,90.742,91.133,90.911
xcit_tiny_12_p8_224.fb_in1k,90.312,91.523,90.469,90.768
xcit_tiny_24_p8_224.fb_in1k,90.898,91.719,91.602,91.406
Total Average,88.938,88.888,88.976,88.934
