Model Name,Acc 1,Acc 2,Acc 3,Avg Acc
visformer_tiny.in1k,76.406,75.977,76.172,76.185
vit_base_mci_224.apple_mclip2_dfndr2b,78.164,78.203,77.695,78.021
vit_base_patch14_dinov2.lvd142m,78.984,79.336,78.516,78.945
vit_base_patch14_reg4_dinov2.lvd142m,76.914,76.992,77.578,77.161
vit_base_patch16_224.augreg2_in21k_ft_in1k,80.664,80.43,81.172,80.755
vit_base_patch16_224.augreg_in1k,81.094,80.391,80.547,80.677
vit_base_patch16_224.augreg_in21k_ft_in1k,83.281,82.695,83.008,82.995
vit_base_patch16_224.dino,82.188,81.367,81.953,81.836
vit_base_patch16_224.mae,76.875,76.914,76.641,76.81
vit_base_patch16_224.orig_in21k_ft_in1k,78.555,77.383,77.93,77.956
vit_base_patch16_224.sam_in1k,81.016,80.508,80.742,80.755
vit_base_patch16_224_miil.in21k_ft_in1k,79.805,80.156,81.016,80.326
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,76.406,75.43,77.109,76.315
vit_base_patch16_clip_224.laion2b_ft_in1k,76.289,76.68,76.445,76.471
vit_base_patch16_clip_224.openai,78.555,77.109,77.812,77.825
vit_base_patch16_clip_224.openai_ft_in12k_in1k,77.812,77.93,78.398,78.047
vit_base_patch16_clip_224.openai_ft_in1k,76.016,76.523,76.289,76.276
vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,78.32,78.008,78.398,78.242
vit_base_patch16_clip_384.laion2b_ft_in1k,77.5,77.734,77.695,77.643
vit_base_patch16_clip_quickgelu_224.metaclip_2pt5b,77.305,77.578,77.812,77.565
vit_base_patch16_dinov3.lvd1689m,73.242,73.555,73.711,73.503
vit_base_patch16_dinov3_qkvb.lvd1689m,74.062,74.258,74.805,74.375
vit_base_patch16_rpn_224.sw_in1k,78.867,79.141,79.805,79.271
vit_base_patch16_siglip_224.v2_webli,79.727,79.219,79.961,79.636
vit_base_patch16_siglip_512.v2_webli,78.945,79.492,78.867,79.101
vit_base_patch32_224.augreg_in1k,79.688,79.492,80.078,79.753
vit_base_patch32_224.augreg_in21k_ft_in1k,80.938,80.898,80.703,80.846
vit_base_patch32_224.sam_in1k,80.586,80.859,80.352,80.599
vit_base_patch32_384.augreg_in1k,80.977,81.25,81.133,81.12
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,76.328,76.562,75.742,76.211
vit_base_patch32_clip_224.laion2b_ft_in1k,75.586,75.43,75.039,75.352
vit_base_patch32_clip_224.openai_ft_in1k,75.547,76.484,76.094,76.042
vit_base_patch8_224.augreg2_in21k_ft_in1k,79.18,78.477,78.477,78.711
vit_base_patch8_224.augreg_in21k_ft_in1k,81.367,81.25,81.133,81.25
vit_huge_patch14_clip_224.laion2b_ft_in1k,76.953,77.422,77.891,77.422
vit_huge_patch14_clip_336.laion2b_ft_in12k_in1k,80.977,80.977,81.055,81.003
vit_large_patch14_clip_224.laion2b_ft_in12k_in1k,78.516,78.789,79.727,79.011
vit_large_patch14_clip_224.laion2b_ft_in1k,76.016,75.273,75.039,75.443
vit_large_patch14_clip_224.openai_ft_in12k_in1k,79.883,80.43,80.859,80.391
vit_large_patch14_clip_224.openai_ft_in1k,78.516,76.992,77.5,77.669
vit_large_patch14_clip_336.openai,80.0,80.469,79.414,79.961
vit_large_patch14_dinov2.lvd142m,79.336,78.789,79.805,79.31
vit_large_patch14_reg4_dinov2.lvd142m,80.234,79.375,80.117,79.909
vit_large_patch16_224.augreg_in21k_ft_in1k,82.305,81.953,82.734,82.331
vit_large_patch16_224.mae,77.422,77.578,77.773,77.591
vit_large_patch16_384.augreg_in21k_ft_in1k,84.023,83.789,84.297,84.036
vit_large_patch16_dinov3.lvd1689m,77.148,77.344,76.602,77.031
vit_large_patch16_dinov3_qkvb.lvd1689m,77.109,76.68,76.992,76.927
vit_large_patch16_siglip_384.webli,76.328,76.68,76.758,76.589
vit_large_r50_s32_384.augreg_in21k_ft_in1k,82.422,82.539,82.305,82.422
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,80.156,79.062,79.688,79.635
vit_pe_spatial_base_patch16_512.fb,72.578,72.578,72.695,72.617
vit_relpos_base_patch16_224.sw_in1k,78.32,79.297,78.477,78.698
vit_relpos_base_patch16_clsgap_224.sw_in1k,79.727,80.156,79.688,79.857
vit_relpos_medium_patch16_224.sw_in1k,78.32,77.148,76.484,77.317
vit_relpos_medium_patch16_cls_224.sw_in1k,80.352,79.492,79.102,79.649
vit_relpos_medium_patch16_rpn_224.sw_in1k,78.164,77.5,77.734,77.799
vit_relpos_small_patch16_224.sw_in1k,77.07,78.047,77.344,77.487
vit_small_patch14_dinov2.lvd142m,74.57,73.438,73.75,73.919
vit_small_patch14_reg4_dinov2.lvd142m,74.805,74.18,74.844,74.61
vit_small_patch16_224.augreg_in1k,79.844,79.961,79.102,79.636
vit_small_patch16_224.augreg_in21k_ft_in1k,81.016,80.078,81.016,80.703
vit_small_patch16_224.dino,78.945,79.844,79.062,79.284
vit_small_patch16_dinov3.lvd1689m,69.297,68.281,69.688,69.089
vit_small_patch16_dinov3_qkvb.lvd1689m,69.375,68.32,69.961,69.219
vit_so400m_patch14_siglip_gap_378.webli_ft_in1k,77.578,77.617,77.422,77.539
vit_srelpos_medium_patch16_224.sw_in1k,79.414,79.219,78.945,79.193
vit_srelpos_small_patch16_224.sw_in1k,78.32,77.227,77.695,77.747
vit_tiny_patch16_224.augreg_in21k_ft_in1k,74.297,73.398,75.508,74.401
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,76.016,74.414,75.586,75.339
volo_d1_224.sail_in1k,74.922,75.508,74.883,75.104
volo_d1_384.sail_in1k,76.406,77.07,75.703,76.393
volo_d2_224.sail_in1k,77.383,76.562,76.797,76.914
volo_d2_384.sail_in1k,77.422,76.719,77.188,77.11
volo_d3_224.sail_in1k,73.711,73.984,73.047,73.581
volo_d4_224.sail_in1k,77.5,78.008,78.477,77.995
volo_d5_224.sail_in1k,77.5,78.516,77.383,77.8
wide_resnet101_2.tv_in1k,77.578,77.773,78.008,77.786
wide_resnet50_2.tv_in1k,77.656,77.578,78.633,77.956
xception.tf_in1k,78.242,78.594,78.789,78.542
xception65.ra3_in1k,76.016,75.82,75.508,75.781
xcit_large_24_p16_224.fb_dist_in1k,81.719,80.977,81.914,81.537
xcit_medium_24_p8_224.fb_in1k,78.359,77.461,77.969,77.93
xcit_nano_12_p16_224.fb_in1k,71.133,71.875,69.648,70.885
xcit_nano_12_p8_224.fb_in1k,71.328,70.977,71.992,71.432
xcit_small_12_p16_224.fb_dist_in1k,76.836,77.734,77.93,77.5
xcit_small_12_p8_224.fb_in1k,75.742,77.305,75.781,76.276
xcit_small_24_p16_384.fb_dist_in1k,77.031,77.656,76.68,77.122
xcit_small_24_p8_224.fb_in1k,77.461,76.797,76.641,76.966
xcit_tiny_12_p16_224.fb_dist_in1k,72.617,71.953,71.719,72.096
xcit_tiny_12_p16_384.fb_dist_in1k,71.992,73.594,72.969,72.852
xcit_tiny_12_p8_224.fb_in1k,75.078,75.469,75.664,75.404
xcit_tiny_24_p8_224.fb_in1k,74.297,73.828,74.18,74.102
Total Average,78.23,78.198,78.202,78.21
