task_key,task,model,family,lp_avg,ft_avg,delta_ft_minus_lp,lp_run_range,ft_run_range,lp_run_std,ft_run_std,imagenet_top1,imagenet_top5,param_count_m,img_size
vpt1_v18_depth,VPT1 v18 Depth,ghostnetv2_100.in1k,ghostnetv2,75.938,84.557,8.619,0.8590000000000089,1.25,0.3506853607184434,0.5106414267043622,75.186,92.334,6.16,224
vpt1_v18_depth,VPT1 v18 Depth,ghostnetv2_130.in1k,ghostnetv2,77.487,85.69,8.203000000000003,0.5069999999999908,1.1329999999999956,0.20718590685661623,0.4777328402639539,76.746,93.364,8.96,224
vpt1_v18_depth,VPT1 v18 Depth,hardcorenas_b.miil_green_in1k,hardcorenas,76.966,76.55,-0.4159999999999968,0.03900000000000148,2.109000000000009,0.018384776310850934,0.8617905133435244,76.55,92.766,5.18,224
vpt1_v18_depth,VPT1 v18 Depth,hardcorenas_f.miil_green_in1k,hardcorenas,78.503,75.599,-2.9039999999999964,0.35199999999998965,1.7190000000000083,0.15754858157264995,0.7477339098904144,78.1,93.8,8.2,224
vpt1_v18_depth,VPT1 v18 Depth,hgnet_small.ssld_in1k,hgnet,80.026,89.557,9.531000000000006,1.1720000000000113,0.5080000000000098,0.5348389165596222,0.2170734642670317,83.818,96.846,24.36,224
vpt1_v18_depth,VPT1 v18 Depth,hgnetv2_b0.ssld_stage1_in22k_in1k,hgnetv2,77.552,86.94,9.387999999999991,0.5069999999999908,0.6650000000000063,0.20718590685661623,0.27900657100983906,76.868,93.62,6.0,224
vpt1_v18_depth,VPT1 v18 Depth,hrnet_w18.ms_aug_in1k,hrnet,79.792,89.635,9.843000000000004,0.1559999999999917,1.0150000000000006,0.06628725367670221,0.4534213149917948,78.11,94.062,21.3,224
vpt1_v18_depth,VPT1 v18 Depth,hrnet_w18.ms_in1k,hrnet,80.586,88.971,8.385000000000005,0.7040000000000077,0.2740000000000009,0.3078484475625432,0.12102433180517431,76.77,93.448,21.3,224
vpt1_v18_depth,VPT1 v18 Depth,hrnet_w18_small.ms_in1k,hrnet,80.677,88.307,7.6299999999999955,1.0159999999999911,0.546999999999997,0.4342863878440852,0.22408678874241597,72.34,90.688,13.19,224
vpt1_v18_depth,VPT1 v18 Depth,hrnet_w18_small_v2.ms_in1k,hrnet,80.781,88.372,7.590999999999994,0.19499999999999318,0.3130000000000024,0.0842496290792988,0.13303215985451128,75.094,92.414,15.6,224
vpt1_v18_depth,VPT1 v18 Depth,hrnet_w30.ms_in1k,hrnet,78.763,89.206,10.442999999999998,0.1560000000000059,0.5080000000000098,0.07353910524340374,0.20760432451073166,78.202,94.22,37.71,224
vpt1_v18_depth,VPT1 v18 Depth,hrnet_w32.ms_in1k,hrnet,79.075,89.518,10.442999999999998,0.8979999999999961,0.5080000000000098,0.37225200544195114,0.21247326629223381,78.452,94.184,41.23,224
vpt1_v18_depth,VPT1 v18 Depth,hrnet_w40.ms_in1k,hrnet,77.904,89.883,11.979,0.19599999999999795,1.0159999999999911,0.09239528607504124,0.42919770114326466,78.928,94.48,57.56,224
vpt1_v18_depth,VPT1 v18 Depth,hrnet_w44.ms_in1k,hrnet,78.19,89.831,11.641000000000005,0.625,0.6640000000000015,0.25775742256798134,0.28923961615856686,78.89,94.376,67.06,224
vpt1_v18_depth,VPT1 v18 Depth,hrnet_w48.ms_in1k,hrnet,78.177,90.443,12.265999999999991,0.5860000000000127,0.2740000000000009,0.2675248690412886,0.12102433180517431,79.328,94.516,77.47,224
vpt1_v18_depth,VPT1 v18 Depth,inception_v3.tf_in1k,inception,78.281,87.174,8.893,0.3130000000000024,1.2109999999999985,0.1392703206796856,0.49448311958605323,77.866,93.644,23.83,299
vpt1_v18_depth,VPT1 v18 Depth,inception_v3.tv_in1k,inception,79.076,87.24,8.164000000000001,0.3130000000000024,0.9369999999999976,0.14754961500759403,0.382981577740873,77.472,93.468,23.83,299
vpt1_v18_depth,VPT1 v18 Depth,lcnet_100.ra2_in1k,lcnet,74.01,73.958,-0.05200000000000671,0.4299999999999926,1.25,0.1757751088433394,0.5116333322474859,72.13,90.376,2.95,224
vpt1_v18_depth,VPT1 v18 Depth,legacy_seresnet18.in1k,legacy,75.482,88.203,12.721000000000004,0.8979999999999961,0.9770000000000039,0.3986162175437533,0.39981078858213437,71.742,90.34,11.78,224
vpt1_v18_depth,VPT1 v18 Depth,legacy_seresnet34.in1k,legacy,76.276,88.607,12.331000000000003,0.1950000000000074,0.4300000000000068,0.08013738203859973,0.1815237970319314,74.788,92.134,21.96,224
vpt1_v18_depth,VPT1 v18 Depth,levit_128.fb_dist_in1k,levit,76.289,84.857,8.567999999999998,0.5859999999999985,1.1720000000000113,0.24084480941515443,0.48408539191621036,78.486,93.998,9.21,224
vpt1_v18_depth,VPT1 v18 Depth,levit_128s.fb_dist_in1k,levit,74.088,82.174,8.086000000000013,0.1570000000000107,2.850999999999999,0.06674495403316655,1.2482025298626624,76.52,92.87,7.78,224
vpt1_v18_depth,VPT1 v18 Depth,levit_192.fb_dist_in1k,levit,76.445,84.336,7.891000000000005,0.546999999999997,0.11700000000000443,0.2491750834698794,0.055154328932552794,79.858,94.808,10.95,224
vpt1_v18_depth,VPT1 v18 Depth,levit_256.fb_dist_in1k,levit,77.773,83.815,6.042000000000002,0.23499999999999943,2.578000000000003,0.09593863779636534,1.1561226386311958,81.506,95.466,18.89,224
vpt1_v18_depth,VPT1 v18 Depth,levit_384.fb_dist_in1k,levit,78.464,88.203,9.739000000000004,0.7810000000000059,0.625,0.3318938920130298,0.26109810842329473,82.6,96.02,39.13,224
