Model Name,Acc 1,Acc 2,Acc 3,Avg Acc
vit_base_patch16_224.mae,51.406,52.891,54.258,52.852
vit_base_patch16_224.orig_in21k_ft_in1k,54.219,55.156,54.18,54.518
vit_base_patch16_224.sam_in1k,56.484,56.367,55.625,56.159
vit_base_patch16_224_miil.in21k_ft_in1k,55.039,54.727,55.312,55.026
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,58.047,57.188,58.594,57.943
vit_base_patch16_clip_224.laion2b_ft_in1k,56.328,54.102,54.688,55.039
vit_base_patch16_clip_224.openai,58.555,58.516,57.891,58.321
vit_base_patch16_clip_224.openai_ft_in12k_in1k,56.992,56.055,56.602,56.55
vit_base_patch16_clip_224.openai_ft_in1k,54.57,55.742,55.508,55.273
vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,58.945,58.477,57.773,58.398
vit_base_patch16_clip_384.laion2b_ft_in1k,57.773,55.781,56.836,56.797
vit_base_patch16_clip_quickgelu_224.metaclip_2pt5b,59.414,58.633,58.477,58.841
vit_base_patch16_dinov3.lvd1689m,54.375,54.375,55.195,54.648
vit_base_patch16_dinov3_qkvb.lvd1689m,56.211,55.703,54.375,55.43
vit_base_patch16_rpn_224.sw_in1k,53.125,55.039,54.258,54.141
vit_base_patch16_siglip_224.v2_webli,57.031,58.945,57.656,57.877
vit_base_patch16_siglip_512.v2_webli,58.945,58.945,58.828,58.906
vit_base_patch32_224.augreg_in1k,55.0,55.078,54.453,54.844
vit_base_patch32_224.augreg_in21k_ft_in1k,56.602,56.68,57.422,56.901
vit_base_patch32_224.sam_in1k,53.438,52.734,54.453,53.542
vit_base_patch32_384.augreg_in1k,56.055,55.43,55.937,55.807
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,53.945,52.93,55.703,54.193
vit_base_patch32_clip_224.laion2b_ft_in1k,52.422,53.672,53.75,53.281
vit_base_patch32_clip_224.openai_ft_in1k,53.711,54.297,53.438,53.815
vit_base_patch8_224.augreg2_in21k_ft_in1k,55.078,55.039,56.445,55.521
vit_base_patch8_224.augreg_in21k_ft_in1k,55.273,56.719,57.773,56.588
vit_huge_patch14_clip_224.laion2b_ft_in1k,57.891,58.555,59.141,58.529
vit_huge_patch14_clip_336.laion2b_ft_in12k_in1k,61.953,59.297,60.781,60.677
vit_large_patch14_clip_224.laion2b_ft_in12k_in1k,57.148,58.789,57.539,57.825
vit_large_patch14_clip_224.laion2b_ft_in1k,56.836,57.617,58.086,57.513
vit_large_patch14_clip_224.openai_ft_in12k_in1k,57.5,57.656,57.656,57.604
vit_large_patch14_clip_224.openai_ft_in1k,56.172,57.695,57.852,57.24
vit_large_patch14_clip_336.openai,58.086,58.594,58.398,58.359
vit_large_patch14_dinov2.lvd142m,60.703,62.227,61.172,61.367
vit_large_patch14_reg4_dinov2.lvd142m,62.813,61.445,61.562,61.94
vit_large_patch16_224.augreg_in21k_ft_in1k,59.336,57.5,58.242,58.359
vit_large_patch16_224.mae,55.352,55.0,54.961,55.104
vit_large_patch16_384.augreg_in21k_ft_in1k,58.711,58.672,58.125,58.503
vit_large_patch16_dinov3.lvd1689m,56.992,57.383,56.328,56.901
vit_large_patch16_dinov3_qkvb.lvd1689m,57.266,57.734,57.969,57.656
vit_large_r50_s32_384.augreg_in21k_ft_in1k,57.734,57.383,57.188,57.435
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,56.484,55.312,54.844,55.547
vit_pe_spatial_base_patch16_512.fb,52.344,52.148,52.305,52.266
vit_relpos_base_patch16_224.sw_in1k,56.484,55.547,54.688,55.573
vit_relpos_base_patch16_clsgap_224.sw_in1k,53.203,53.086,55.312,53.867
vit_relpos_medium_patch16_224.sw_in1k,51.055,53.828,51.523,52.135
vit_relpos_medium_patch16_cls_224.sw_in1k,55.312,53.984,54.023,54.44
vit_relpos_medium_patch16_rpn_224.sw_in1k,54.062,54.336,52.969,53.789
vit_relpos_small_patch16_224.sw_in1k,55.312,54.805,53.516,54.544
vit_small_patch14_dinov2.lvd142m,58.594,58.359,57.656,58.203
vit_small_patch14_reg4_dinov2.lvd142m,61.133,57.773,59.062,59.323
vit_small_patch16_224.augreg_in1k,51.25,49.766,52.617,51.211
vit_small_patch16_224.augreg_in21k_ft_in1k,55.664,55.0,54.727,55.13
vit_small_patch16_224.dino,56.016,57.031,55.625,56.224
vit_small_patch16_dinov3.lvd1689m,53.125,53.711,52.344,53.06
vit_small_patch16_dinov3_qkvb.lvd1689m,54.062,54.141,54.375,54.193
vit_so400m_patch14_siglip_gap_378.webli_ft_in1k,60.625,58.672,57.773,59.023
vit_srelpos_medium_patch16_224.sw_in1k,52.852,50.43,52.891,52.058
vit_srelpos_small_patch16_224.sw_in1k,50.742,53.086,50.469,51.432
vit_tiny_patch16_224.augreg_in21k_ft_in1k,50.156,50.82,51.484,50.82
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,51.133,55.156,54.023,53.437
volo_d1_224.sail_in1k,54.062,52.695,53.477,53.411
volo_d1_384.sail_in1k,53.75,54.961,52.695,53.802
volo_d2_224.sail_in1k,52.969,55.078,53.359,53.802
volo_d2_384.sail_in1k,52.461,53.555,52.695,52.904
volo_d3_224.sail_in1k,54.961,54.492,54.297,54.583
volo_d4_224.sail_in1k,56.367,55.039,55.742,55.716
volo_d5_224.sail_in1k,56.914,54.922,55.391,55.742
wide_resnet101_2.tv_in1k,53.789,55.117,53.086,53.997
wide_resnet50_2.tv_in1k,55.781,53.086,53.555,54.141
xception.tf_in1k,54.883,54.492,53.945,54.44
xception65.ra3_in1k,55.352,55.781,55.781,55.638
xcit_large_24_p16_224.fb_dist_in1k,56.289,55.508,54.062,55.286
xcit_medium_24_p8_224.fb_in1k,52.93,51.641,52.695,52.422
xcit_nano_12_p16_224.fb_in1k,49.648,51.602,52.227,51.159
xcit_nano_12_p8_224.fb_in1k,51.367,54.961,50.586,52.305
xcit_small_12_p16_224.fb_dist_in1k,54.023,55.742,54.414,54.726
xcit_small_12_p8_224.fb_in1k,52.695,52.891,53.75,53.112
xcit_small_24_p16_384.fb_dist_in1k,55.625,54.688,57.188,55.834
xcit_small_24_p8_224.fb_in1k,53.789,56.094,54.336,54.74
xcit_tiny_12_p16_224.fb_dist_in1k,53.555,54.375,52.852,53.594
xcit_tiny_12_p16_384.fb_dist_in1k,54.805,54.141,54.844,54.597
xcit_tiny_12_p8_224.fb_in1k,53.32,52.148,50.703,52.057
xcit_tiny_24_p8_224.fb_in1k,52.188,51.992,54.922,53.034
Total Average,55.219,55.215,55.193,55.209
