Model Name,Acc 1,Acc 2,Acc 3,Avg Acc
repvgg_b0.rvgg_in1k,54.727,55.937,55.469,55.378
repvgg_b1.rvgg_in1k,54.102,52.031,54.18,53.438
repvgg_b1g4.rvgg_in1k,57.227,56.25,56.328,56.602
repvgg_b2.rvgg_in1k,54.766,55.156,56.211,55.378
repvgg_b2g4.rvgg_in1k,55.078,54.258,56.406,55.247
repvgg_b3g4.rvgg_in1k,57.539,58.398,57.852,57.93
repvgg_d2se.rvgg_in1k,55.195,53.594,54.492,54.427
repvit_m1_0.dist_450e_in1k,53.086,54.258,52.852,53.399
repvit_m1_1.dist_450e_in1k,55.547,52.266,53.594,53.802
repvit_m2_3.dist_450e_in1k,56.094,55.703,52.969,54.922
res2net50_14w_8s.in1k,53.75,52.695,54.883,53.776
res2net50_26w_4s.in1k,54.883,55.078,55.117,55.026
res2net50_26w_6s.in1k,52.969,52.969,53.008,52.982
res2net50_26w_8s.in1k,54.727,54.57,54.727,54.675
res2net50_48w_2s.in1k,53.984,55.742,54.883,54.87
res2net50d.in1k,54.102,52.812,53.359,53.424
resmlp_12_224.fb_distilled_in1k,53.984,54.18,53.242,53.802
resmlp_12_224.fb_in1k,54.688,54.766,54.766,54.74
resmlp_24_224.fb_in1k,52.734,53.281,52.422,52.812
resmlp_36_224.fb_in1k,52.305,51.484,51.953,51.914
resnest101e.in1k,54.219,54.727,54.648,54.531
resnest50d.in1k,53.477,53.555,53.359,53.464
resnest50d_1s4x24d.in1k,54.414,55.039,54.531,54.661
resnest50d_4s2x40d.in1k,53.438,54.258,53.359,53.685
resnet101.a1_in1k,51.992,53.164,55.039,53.398
resnet101.a2_in1k,55.664,53.867,54.883,54.805
resnet101.a3_in1k,54.609,55.0,54.375,54.661
resnet10t.c3_in1k,55.391,53.828,54.219,54.479
resnet14t.c3_in1k,53.281,52.852,52.539,52.891
resnet152.a1_in1k,55.859,55.781,55.195,55.612
resnet152.a3_in1k,54.883,54.023,54.336,54.414
resnet18.a1_in1k,53.438,52.617,53.125,53.06
resnet18.a3_in1k,54.18,55.586,55.039,54.935
resnet18.fb_ssl_yfcc100m_ft_in1k,54.961,53.438,55.273,54.557
resnet18.fb_swsl_ig1b_ft_in1k,57.109,55.898,55.781,56.263
resnet18.gluon_in1k,52.93,55.195,54.805,54.31
resnet18.tv_in1k,55.508,56.445,56.055,56.003
resnet200d.ra2_in1k,57.656,58.359,56.914,57.643
resnet34.a1_in1k,55.156,52.852,55.937,54.648
resnet34.a3_in1k,54.375,54.297,55.117,54.596
resnet34.gluon_in1k,56.602,54.453,55.781,55.612
resnet34d.ra2_in1k,55.625,53.516,54.883,54.675
resnet50.a1_in1k,55.586,53.867,53.672,54.375
resnet50.a1h_in1k,54.102,57.734,54.453,55.43
resnet50.a3_in1k,56.367,54.062,54.492,54.974
resnet50.am_in1k,53.477,54.141,54.688,54.102
resnet50.ram_in1k,52.773,52.734,52.578,52.695
resnet50.tv_in1k,51.836,53.945,52.773,52.851
resnet50d.a3_in1k,54.609,54.453,54.531,54.531
resnet50d.ra2_in1k,53.789,56.719,54.258,54.922
resnetrs50.tf_in1k,54.844,53.438,55.508,54.597
resnext101_32x8d.tv2_in1k,54.57,52.07,54.883,53.841
resnext50_32x4d.a1_in1k,55.508,56.328,56.094,55.977
resnext50_32x4d.tv_in1k,55.586,56.836,55.742,56.055
rexnet_100.nav_in1k,53.828,52.227,52.148,52.734
rexnet_130.nav_in1k,55.273,55.742,54.414,55.143
rexnet_150.nav_in1k,54.023,54.258,53.867,54.049
rexnet_200.nav_in1k,54.883,54.219,53.789,54.297
rexnet_300.nav_in1k,55.117,52.422,53.359,53.633
selecsls60.in1k,57.656,56.523,56.25,56.81
semnasnet_075.rmsp_in1k,56.641,55.977,55.508,56.042
seresnet50.a3_in1k,54.336,54.688,55.195,54.74
seresnextaa101d_32x8d.sw_in12k_ft_in1k,56.914,57.539,57.5,57.318
seresnextaa101d_32x8d.sw_in12k_ft_in1k_288,56.992,57.891,56.953,57.279
shvit_s3.in1k,54.609,56.797,55.352,55.586
shvit_s4.in1k,53.125,52.93,54.453,53.503
skresnet18.ra_in1k,54.766,54.922,53.672,54.453
skresnet34.ra_in1k,52.852,54.492,54.531,53.958
spnasnet_100.rmsp_in1k,54.375,55.312,53.32,54.336
swin_base_patch4_window7_224.ms_in1k,53.594,56.875,53.828,54.766
swin_base_patch4_window7_224.ms_in22k_ft_in1k,58.906,58.281,56.523,57.903
swin_large_patch4_window12_384.ms_in22k_ft_in1k,55.781,57.031,55.664,56.159
swin_s3_base_224.ms_in1k,52.734,51.914,52.93,52.526
swin_s3_small_224.ms_in1k,53.398,51.719,51.602,52.24
swin_s3_tiny_224.ms_in1k,55.078,53.828,53.906,54.271
swin_small_patch4_window7_224.ms_in1k,55.156,56.758,56.133,56.016
swin_small_patch4_window7_224.ms_in22k_ft_in1k,54.57,55.117,56.328,55.338
swin_tiny_patch4_window7_224.ms_in1k,56.367,54.609,54.141,55.039
swin_tiny_patch4_window7_224.ms_in22k_ft_in1k,57.461,58.75,56.328,57.513
swinv2_base_window12to16_192to256.ms_in22k_ft_in1k,57.812,57.539,57.695,57.682
swinv2_base_window12to24_192to384.ms_in22k_ft_in1k,59.844,60.0,59.414,59.753
swinv2_cr_small_224.sw_in1k,54.141,54.18,53.984,54.102
swinv2_cr_small_ns_224.sw_in1k,54.609,54.57,53.555,54.245
swinv2_cr_tiny_ns_224.sw_in1k,55.547,53.984,54.258,54.596
swinv2_large_window12to16_192to256.ms_in22k_ft_in1k,56.953,57.109,56.641,56.901
swinv2_large_window12to24_192to384.ms_in22k_ft_in1k,57.891,56.875,58.203,57.656
swinv2_small_window16_256.ms_in1k,55.781,55.625,55.547,55.651
swinv2_tiny_window16_256.ms_in1k,54.453,53.867,53.477,53.932
tf_efficientnet_b0.aa_in1k,56.484,55.312,58.125,56.64
tf_efficientnet_b0.in1k,58.477,55.195,56.602,56.758
tf_efficientnet_b1.aa_in1k,54.922,56.172,54.883,55.326
tf_efficientnet_b3.aa_in1k,54.258,55.586,55.117,54.987
tf_efficientnet_b4.aa_in1k,55.234,56.797,56.563,56.198
tf_efficientnet_b5.ra_in1k,56.25,55.742,55.586,55.859
tf_efficientnet_b6.aa_in1k,55.586,53.555,54.18,54.44
tf_efficientnet_b7.ap_in1k,54.57,55.0,55.0,54.857
tf_efficientnet_b7.ra_in1k,58.594,58.086,58.125,58.268
tf_efficientnetv2_b3.in21k_ft_in1k,56.875,57.305,58.828,57.669
tf_efficientnetv2_l.in21k_ft_in1k,54.336,56.641,56.914,55.964
tf_mobilenetv3_large_075.in1k,55.078,56.133,55.078,55.43
tf_mobilenetv3_large_minimal_100.in1k,55.82,54.492,55.82,55.377
tf_mobilenetv3_small_075.in1k,55.078,54.258,54.961,54.766
tf_mobilenetv3_small_100.in1k,56.328,54.883,54.727,55.313
tf_mobilenetv3_small_minimal_100.in1k,55.469,55.234,54.492,55.065
tiny_vit_21m_224.in1k,56.914,56.953,55.937,56.601
tiny_vit_5m_224.in1k,56.797,53.594,54.609,55.0
tinynet_c.in1k,54.414,53.633,54.922,54.323
tresnet_l.miil_in1k,54.414,54.961,54.531,54.635
tresnet_m.miil_in1k,54.727,55.508,54.023,54.753
tresnet_m.miil_in21k_ft_in1k,53.984,55.0,54.258,54.414
tresnet_v2_l.miil_in21k_ft_in1k,55.82,56.367,55.781,55.989
tresnet_xl.miil_in1k,54.805,55.43,54.805,55.013
twins_pcpvt_base.in1k,54.766,53.516,55.312,54.531
twins_pcpvt_large.in1k,54.297,53.633,56.133,54.688
twins_pcpvt_small.in1k,52.383,52.578,52.93,52.63
twins_svt_base.in1k,54.219,52.812,53.906,53.646
twins_svt_large.in1k,53.984,55.977,53.047,54.336
twins_svt_small.in1k,52.773,53.906,54.062,53.58
vgg11.tv_in1k,55.586,56.328,56.406,56.107
vgg11_bn.tv_in1k,53.984,54.297,54.57,54.284
vgg13.tv_in1k,53.359,53.398,54.492,53.75
vgg13_bn.tv_in1k,55.234,56.211,55.859,55.768
vgg16.tv_in1k,54.023,53.477,53.75,53.75
vgg16_bn.tv_in1k,54.062,57.031,56.211,55.768
vgg19.tv_in1k,53.281,52.344,53.477,53.034
vgg19_bn.tv_in1k,54.375,55.234,55.547,55.052
visformer_small.in1k,53.281,54.062,52.695,53.346
visformer_tiny.in1k,54.453,53.477,51.133,53.021
vit_base_mci_224.apple_mclip2_dfndr2b,58.359,59.805,58.398,58.854
vit_base_patch14_dinov2.lvd142m,61.992,62.539,61.875,62.135
vit_base_patch14_reg4_dinov2.lvd142m,60.156,60.312,60.625,60.364
vit_base_patch16_224.augreg2_in21k_ft_in1k,56.484,57.266,59.023,57.591
vit_base_patch16_224.augreg_in1k,55.352,54.102,53.75,54.401
vit_base_patch16_224.augreg_in21k_ft_in1k,55.859,57.188,56.719,56.589
vit_base_patch16_224.dino,56.836,56.094,56.875,56.602
