Model Name,Acc 1,Acc 2,Acc 3,Avg Acc
dpn68b.mx_in1k,59.922,60.625,59.492,60.013
dpn92.mx_in1k,62.852,60.43,60.156,61.146
dpn98.mx_in1k,60.977,60.586,61.953,61.172
eca_nfnet_l0.ra2_in1k,55.352,55.586,57.617,56.185
eca_nfnet_l1.ra2_in1k,56.875,59.062,56.445,57.461
ecaresnet50t.a2_in1k,53.477,54.062,53.125,53.555
edgenext_xx_small.in1k,54.023,57.422,52.773,54.739
efficientformer_l1.snap_dist_in1k,53.164,55.977,55.156,54.766
efficientformer_l3.snap_dist_in1k,55.859,54.727,54.297,54.961
efficientformer_l7.snap_dist_in1k,57.539,55.937,56.133,56.536
efficientformerv2_l.snap_dist_in1k,54.375,53.867,55.0,54.414
efficientformerv2_s0.snap_dist_in1k,53.555,53.984,55.625,54.388
efficientformerv2_s1.snap_dist_in1k,54.922,52.305,55.625,54.284
efficientformerv2_s2.snap_dist_in1k,54.727,54.766,55.586,55.026
efficientnet_b0.ra_in1k,52.656,55.898,55.117,54.557
efficientnet_b1.ft_in1k,52.422,52.695,54.062,53.06
efficientnet_b1.ra4_e3600_r240_in1k,54.219,52.109,54.453,53.594
efficientnet_b2.ra_in1k,52.773,50.43,51.719,51.641
efficientnet_b3.ra2_in1k,54.492,54.141,53.633,54.089
efficientnet_b4.ra2_in1k,52.344,51.328,51.836,51.836
efficientnet_es.ra_in1k,54.727,52.539,52.188,53.151
efficientnet_es_pruned.in1k,52.734,54.258,53.75,53.581
efficientnet_lite0.ra_in1k,55.039,55.469,53.555,54.688
efficientvit_b2.r256_in1k,57.539,56.523,56.875,56.979
efficientvit_b2.r288_in1k,56.836,56.445,56.133,56.471
efficientvit_b3.r256_in1k,55.43,56.406,55.742,55.859
efficientvit_m1.r224_in1k,53.047,51.992,55.078,53.372
eva02_base_patch14_448.mim_in22k_ft_in1k,58.984,62.813,58.984,60.26
eva02_base_patch14_448.mim_in22k_ft_in22k_in1k,64.18,67.344,70.312,67.279
eva02_large_patch14_448.mim_in22k_ft_in1k,53.086,52.734,60.938,55.586
eva02_large_patch14_448.mim_in22k_ft_in22k_in1k,59.102,80.234,57.5,65.612
eva02_large_patch14_448.mim_m38m_ft_in1k,64.609,64.219,52.5,60.443
eva02_large_patch14_448.mim_m38m_ft_in22k_in1k,59.023,63.867,76.562,66.484
eva02_small_patch14_336.mim_in22k_ft_in1k,64.766,61.875,64.375,63.672
eva_large_patch14_196.in22k_ft_in1k,66.289,56.406,65.234,62.643
eva_large_patch14_196.in22k_ft_in22k_in1k,63.047,64.414,58.633,62.031
eva_large_patch14_336.in22k_ft_in1k,61.016,76.406,69.805,69.076
eva_large_patch14_336.in22k_ft_in22k_in1k,72.07,62.5,58.555,64.375
fasternet_t2.in1k,59.961,59.375,58.086,59.141
fastvit_sa36.apple_dist_in1k,54.102,54.805,54.609,54.505
fastvit_t8.apple_dist_in1k,55.742,55.117,56.25,55.703
focalnet_base_lrf.ms_in1k,56.406,60.078,57.266,57.917
focalnet_base_srf.ms_in1k,60.0,58.438,54.531,57.656
focalnet_small_lrf.ms_in1k,59.688,59.219,57.305,58.737
focalnet_small_srf.ms_in1k,61.094,59.023,57.266,59.128
focalnet_tiny_lrf.ms_in1k,58.633,57.891,55.586,57.37
focalnet_tiny_srf.ms_in1k,56.68,57.734,59.102,57.839
ghostnet_100.in1k,54.531,54.414,55.312,54.752
ghostnetv2_100.in1k,57.031,56.563,56.328,56.641
ghostnetv2_130.in1k,55.391,56.484,56.484,56.12
hardcorenas_b.miil_green_in1k,54.766,52.344,54.766,53.959
hardcorenas_f.miil_green_in1k,53.281,53.008,53.906,53.398
hgnet_small.ssld_in1k,59.805,60.039,57.148,58.997
hgnetv2_b0.ssld_stage1_in22k_in1k,55.117,57.5,56.797,56.471
hrnet_w18.ms_aug_in1k,57.812,58.047,58.555,58.138
hrnet_w18.ms_in1k,58.086,58.633,58.594,58.438
hrnet_w18_small.ms_in1k,59.18,58.438,57.383,58.334
hrnet_w18_small_v2.ms_in1k,57.695,58.242,58.555,58.164
hrnet_w30.ms_in1k,60.117,58.945,60.078,59.713
hrnet_w32.ms_in1k,60.312,60.195,59.18,59.896
hrnet_w40.ms_in1k,62.148,59.922,59.258,60.443
hrnet_w44.ms_in1k,60.039,60.078,60.742,60.286
hrnet_w48.ms_in1k,58.984,61.211,59.453,59.883
inception_v3.tf_in1k,58.242,55.859,58.047,57.383
inception_v3.tv_in1k,57.891,59.414,57.148,58.151
lcnet_100.ra2_in1k,52.93,53.359,54.492,53.594
legacy_seresnet18.in1k,57.578,57.891,57.969,57.813
legacy_seresnet34.in1k,58.398,58.359,59.414,58.724
levit_128.fb_dist_in1k,52.812,52.07,53.945,52.942
levit_128s.fb_dist_in1k,54.648,52.695,51.562,52.968
levit_192.fb_dist_in1k,53.828,52.969,53.047,53.281
levit_256.fb_dist_in1k,55.195,54.062,54.336,54.531
levit_384.fb_dist_in1k,52.188,53.164,54.219,53.19
maxvit_base_tf_224.in1k,57.695,59.922,60.469,59.362
maxvit_base_tf_384.in21k_ft_in1k,58.164,61.445,58.359,59.323
maxvit_large_tf_224.in1k,61.797,61.328,62.109,61.745
maxvit_large_tf_384.in1k,62.891,66.484,60.43,63.268
maxvit_large_tf_384.in21k_ft_in1k,60.82,62.656,64.805,62.76
maxvit_large_tf_512.in21k_ft_in1k,68.164,65.625,64.023,65.937
maxvit_rmlp_base_rw_224.sw_in12k_ft_in1k,55.977,56.992,56.797,56.589
maxvit_rmlp_small_rw_224.sw_in1k,53.906,53.203,54.57,53.893
maxvit_rmlp_tiny_rw_256.sw_in1k,53.359,54.648,56.914,54.974
maxvit_small_tf_224.in1k,58.711,60.43,57.305,58.815
maxvit_tiny_rw_224.sw_in1k,53.555,53.281,54.688,53.841
maxvit_tiny_tf_224.in1k,57.305,57.852,58.633,57.93
maxvit_tiny_tf_512.in1k,62.266,61.836,61.953,62.018
maxxvitv2_rmlp_base_rw_384.sw_in12k_ft_in1k,54.18,59.375,61.406,58.32
mixer_b16_224.goog_in21k_ft_in1k,57.461,55.117,58.672,57.083
mixnet_l.ft_in1k,52.383,53.789,51.992,52.721
mixnet_m.ft_in1k,51.758,54.219,54.023,53.333
mixnet_s.ft_in1k,52.5,53.438,52.773,52.904
mixnet_xl.ra_in1k,53.672,51.758,51.289,52.24
mnasnet_100.rmsp_in1k,55.547,52.031,54.531,54.036
mnasnet_small.lamb_in1k,54.102,53.984,53.906,53.997
mobilenetv2_050.lamb_in1k,52.891,52.188,50.977,52.019
mobilenetv2_100.ra_in1k,53.906,52.539,54.18,53.542
mobilenetv2_110d.ra_in1k,54.844,54.766,53.984,54.531
mobilenetv2_120d.ra_in1k,54.492,55.273,55.234,55.0
mobilenetv2_140.ra_in1k,53.359,54.375,53.75,53.828
mobilenetv3_large_100.miil_in21k_ft_in1k,52.734,55.039,54.375,54.049
mobilenetv3_large_100.ra_in1k,52.461,52.891,54.023,53.125
mobilenetv3_rw.rmsp_in1k,53.555,54.141,55.156,54.284
mobilenetv3_small_100.lamb_in1k,55.0,53.711,54.023,54.245
mobilenetv4_conv_medium.e250_r384_in12k_ft_in1k,55.82,55.781,55.898,55.833
mobilenetv4_conv_small_050.e3000_r224_in1k,54.727,53.008,54.453,54.063
mobileone_s2.apple_in1k,58.359,58.281,58.398,58.346
mobileone_s4.apple_in1k,55.469,56.25,56.641,56.12
mobilevit_xs.cvnets_in1k,55.234,58.125,55.195,56.185
mobilevit_xxs.cvnets_in1k,55.898,54.375,52.617,54.297
mobilevitv2_050.cvnets_in1k,51.328,53.945,54.102,53.125
mobilevitv2_200.cvnets_in1k,55.859,54.805,57.148,55.937
mvitv2_base.fb_in1k,58.945,58.086,58.125,58.385
mvitv2_large.fb_in1k,59.102,57.5,61.562,59.388
mvitv2_small.fb_in1k,57.383,58.203,58.906,58.164
mvitv2_tiny.fb_in1k,56.602,55.664,60.117,57.461
pit_b_224.in1k,53.672,54.844,54.57,54.362
pit_b_distilled_224.in1k,54.414,55.781,55.977,55.391
pit_s_224.in1k,56.25,54.961,55.508,55.573
pit_s_distilled_224.in1k,55.664,56.719,55.273,55.885
pit_ti_224.in1k,53.203,55.703,56.367,55.091
pit_ti_distilled_224.in1k,53.203,54.883,53.047,53.711
pit_xs_224.in1k,55.859,54.57,55.508,55.312
pit_xs_distilled_224.in1k,54.727,57.266,56.406,56.133
poolformer_m36.sail_in1k,57.891,56.719,56.875,57.162
poolformer_m48.sail_in1k,56.563,54.688,56.953,56.068
poolformer_s12.sail_in1k,55.469,54.375,54.023,54.622
poolformer_s24.sail_in1k,55.391,56.68,56.016,56.029
poolformer_s36.sail_in1k,55.664,56.563,54.766,55.664
poolformerv2_m36.sail_in1k,57.383,60.664,62.227,60.091
poolformerv2_s12.sail_in1k,55.586,56.406,55.469,55.82
poolformerv2_s24.sail_in1k,55.312,57.539,60.117,57.656
poolformerv2_s36.sail_in1k,58.789,59.453,60.273,59.505
pvt_v2_b0.in1k,56.719,55.273,56.406,56.133
pvt_v2_b1.in1k,56.641,56.641,58.555,57.279
pvt_v2_b2.in1k,60.039,56.758,58.32,58.372
pvt_v2_b2_li.in1k,58.047,57.07,55.43,56.849
pvt_v2_b3.in1k,60.117,55.742,58.398,58.086
pvt_v2_b4.in1k,56.445,55.82,59.492,57.252
pvt_v2_b5.in1k,56.953,59.648,56.641,57.747
regnetx_002.pycls_in1k,56.211,55.977,55.625,55.938
regnetx_004.pycls_in1k,56.797,56.367,57.969,57.044
regnetx_004_tv.tv2_in1k,55.469,53.789,55.391,54.883
regnetx_008.pycls_in1k,57.695,56.602,57.344,57.214
regnetx_008.tv2_in1k,56.406,56.25,55.742,56.133
regnetx_016.pycls_in1k,59.922,58.516,60.117,59.518
regnetx_016.tv2_in1k,61.758,60.625,57.969,60.117
regnetx_032.pycls_in1k,59.336,58.477,57.031,58.281
regnety_002.pycls_in1k,55.195,55.937,55.742,55.625
regnety_004.pycls_in1k,58.203,56.914,57.852,57.656
regnety_004.tv2_in1k,56.992,55.742,56.016,56.25
regnety_006.pycls_in1k,57.305,57.695,56.484,57.161
regnety_008.pycls_in1k,55.82,58.281,57.656,57.252
regnety_008_tv.tv2_in1k,56.172,56.641,55.352,56.055
regnety_016.pycls_in1k,56.016,57.266,58.086,57.123
regnety_016.tv2_in1k,54.766,59.18,56.25,56.732
regnety_032.pycls_in1k,56.797,56.602,57.734,57.044
regnety_040.ra3_in1k,56.367,54.922,55.469,55.586
regnety_080.ra3_in1k,54.18,56.406,56.211,55.599
regnety_120.sw_in12k_ft_in1k,58.359,55.0,57.148,56.836
regnety_160.lion_in12k_ft_in1k,56.875,57.422,58.438,57.578
regnety_320.swag_ft_in1k,59.375,60.273,58.711,59.453
regnety_320.tv2_in1k,55.195,57.109,58.359,56.888
regnetz_d32.ra3_in1k,57.734,58.633,56.992,57.786
repghostnet_050.in1k,56.406,56.055,56.641,56.367
repghostnet_058.in1k,56.563,55.156,55.469,55.729
repvgg_a0.rvgg_in1k,58.555,59.648,58.75,58.984
repvgg_a1.rvgg_in1k,60.938,58.555,59.375,59.623
repvgg_a2.rvgg_in1k,58.555,58.945,57.148,58.216
repvgg_b0.rvgg_in1k,57.969,57.109,56.836,57.305
repvgg_b1.rvgg_in1k,58.75,60.898,58.984,59.544
repvgg_b1g4.rvgg_in1k,60.312,57.578,60.625,59.505
repvgg_b2.rvgg_in1k,61.484,58.672,60.625,60.26
repvgg_b2g4.rvgg_in1k,59.805,59.531,57.07,58.802
repvgg_b3g4.rvgg_in1k,61.641,64.492,61.836,62.656
repvgg_d2se.rvgg_in1k,59.141,60.0,58.438,59.193
repvit_m1_0.dist_450e_in1k,54.883,53.711,54.883,54.492
repvit_m1_1.dist_450e_in1k,54.531,55.703,54.375,54.87
repvit_m2_3.dist_450e_in1k,53.242,53.164,53.867,53.424
res2net50_14w_8s.in1k,58.398,56.172,58.477,57.682
res2net50_26w_4s.in1k,56.211,56.68,58.477,57.123
res2net50_26w_6s.in1k,57.109,57.969,56.797,57.292
res2net50_26w_8s.in1k,59.648,58.75,57.578,58.659
res2net50_48w_2s.in1k,58.438,56.016,59.023,57.826
res2net50d.in1k,56.68,54.18,55.977,55.612
resmlp_12_224.fb_distilled_in1k,58.086,56.094,56.719,56.966
resmlp_12_224.fb_in1k,58.086,59.648,56.563,58.099
resmlp_24_224.fb_in1k,55.703,57.305,54.727,55.912
resmlp_36_224.fb_in1k,57.461,57.422,60.0,58.294
resnest101e.in1k,59.297,59.023,55.742,58.021
resnest50d.in1k,56.25,58.398,57.383,57.344
resnest50d_1s4x24d.in1k,59.492,59.375,57.656,58.841
resnest50d_4s2x40d.in1k,56.641,57.5,59.688,57.943
resnet101.a1_in1k,53.711,53.789,53.477,53.659
resnet101.a2_in1k,55.352,54.453,55.703,55.169
resnet101.a3_in1k,56.641,58.203,56.172,57.005
resnet10t.c3_in1k,55.586,54.648,55.43,55.221
resnet14t.c3_in1k,59.414,57.617,57.227,58.086
resnet152.a1_in1k,55.039,55.664,52.461,54.388
resnet152.a3_in1k,55.312,56.25,55.937,55.833
resnet18.a1_in1k,53.633,54.961,54.258,54.284
resnet18.a3_in1k,56.094,56.016,55.82,55.977
resnet18.fb_ssl_yfcc100m_ft_in1k,58.242,59.492,60.586,59.44
resnet18.fb_swsl_ig1b_ft_in1k,59.414,59.219,60.43,59.688
resnet18.gluon_in1k,59.297,59.023,58.867,59.062
resnet18.tv_in1k,58.047,57.344,59.609,58.333
resnet200d.ra2_in1k,59.258,58.516,58.398,58.724
resnet34.a1_in1k,55.664,56.25,53.633,55.182
resnet34.a3_in1k,58.281,57.422,54.219,56.641
resnet34.gluon_in1k,58.281,59.609,58.438,58.776
resnet34d.ra2_in1k,53.789,53.438,55.977,54.401
resnet50.a1_in1k,54.688,52.969,56.25,54.636
resnet50.a1h_in1k,54.219,56.523,55.273,55.338
resnet50.a3_in1k,56.602,54.609,56.211,55.807
resnet50.am_in1k,57.969,57.383,56.211,57.188
resnet50.ram_in1k,59.141,59.141,57.891,58.724
resnet50.tv_in1k,59.219,57.93,61.992,59.714
resnet50d.a3_in1k,53.477,54.883,53.555,53.972
resnet50d.ra2_in1k,58.086,57.07,56.797,57.318
resnetrs50.tf_in1k,57.188,56.328,57.07,56.862
resnext101_32x8d.tv2_in1k,55.937,57.109,55.82,56.289
resnext50_32x4d.a1_in1k,56.289,55.781,56.484,56.185
resnext50_32x4d.tv_in1k,59.883,59.844,58.828,59.518
rexnet_100.nav_in1k,53.398,51.289,52.617,52.435
rexnet_130.nav_in1k,52.5,52.539,51.602,52.214
rexnet_150.nav_in1k,53.789,52.695,53.711,53.398
rexnet_200.nav_in1k,52.07,54.336,52.656,53.021
rexnet_300.nav_in1k,53.516,52.305,52.695,52.839
selecsls60.in1k,57.227,57.578,58.867,57.891
semnasnet_075.rmsp_in1k,51.445,50.586,52.812,51.614
seresnet50.a3_in1k,53.438,54.766,55.117,54.44
seresnextaa101d_32x8d.sw_in12k_ft_in1k,57.578,56.289,56.875,56.914
seresnextaa101d_32x8d.sw_in12k_ft_in1k_288,58.32,59.531,56.523,58.125
shvit_s3.in1k,55.078,53.789,56.016,54.961
shvit_s4.in1k,56.094,55.703,56.523,56.107
skresnet18.ra_in1k,55.898,56.211,55.234,55.781
skresnet34.ra_in1k,56.055,55.156,54.922,55.378
spnasnet_100.rmsp_in1k,52.93,51.68,52.227,52.279
swin_base_patch4_window7_224.ms_in1k,61.133,58.008,59.883,59.675
swin_base_patch4_window7_224.ms_in22k_ft_in1k,63.867,59.414,59.297,60.859
swin_large_patch4_window12_384.ms_in22k_ft_in1k,68.047,70.234,70.156,69.479
swin_s3_base_224.ms_in1k,56.953,58.008,58.633,57.865
swin_s3_small_224.ms_in1k,56.445,59.023,57.695,57.721
swin_s3_tiny_224.ms_in1k,58.281,60.195,58.477,58.984
swin_small_patch4_window7_224.ms_in1k,59.141,58.398,61.992,59.844
swin_small_patch4_window7_224.ms_in22k_ft_in1k,58.945,60.586,62.93,60.82
swin_tiny_patch4_window7_224.ms_in1k,58.32,59.766,58.203,58.763
swin_tiny_patch4_window7_224.ms_in22k_ft_in1k,56.914,60.352,58.164,58.477
swinv2_base_window12to16_192to256.ms_in22k_ft_in1k,62.578,60.898,62.891,62.122
swinv2_base_window12to24_192to384.ms_in22k_ft_in1k,61.523,56.133,66.367,61.341
swinv2_cr_small_224.sw_in1k,63.633,54.062,55.508,57.734
swinv2_cr_small_ns_224.sw_in1k,55.312,58.945,55.547,56.601
swinv2_cr_tiny_ns_224.sw_in1k,57.617,58.203,54.023,56.614
swinv2_large_window12to16_192to256.ms_in22k_ft_in1k,58.672,59.336,71.562,63.19
swinv2_large_window12to24_192to384.ms_in22k_ft_in1k,70.82,63.555,76.211,70.195
swinv2_small_window16_256.ms_in1k,58.594,60.234,55.391,58.073
swinv2_tiny_window16_256.ms_in1k,55.898,56.016,54.18,55.365
tf_efficientnet_b0.aa_in1k,52.109,52.852,54.18,53.047
tf_efficientnet_b0.in1k,52.344,54.492,51.953,52.93
tf_efficientnet_b1.aa_in1k,52.383,52.422,52.617,52.474
tf_efficientnet_b3.aa_in1k,54.258,53.008,54.844,54.037
tf_efficientnet_b4.aa_in1k,53.945,53.945,53.398,53.763
tf_efficientnet_b5.ra_in1k,53.516,53.164,55.664,54.115
tf_efficientnet_b6.aa_in1k,54.492,55.039,57.031,55.521
tf_efficientnet_b7.ap_in1k,57.383,57.969,59.375,58.242
tf_efficientnet_b7.ra_in1k,56.172,57.578,56.133,56.628
tf_efficientnetv2_b3.in21k_ft_in1k,50.977,54.453,53.047,52.826
tf_efficientnetv2_l.in21k_ft_in1k,56.758,57.227,58.281,57.422
tf_mobilenetv3_large_075.in1k,53.594,52.383,53.867,53.281
tf_mobilenetv3_large_minimal_100.in1k,53.242,53.281,52.852,53.125
tf_mobilenetv3_small_075.in1k,51.797,52.617,54.102,52.839
tf_mobilenetv3_small_100.in1k,55.273,54.453,52.422,54.049
tf_mobilenetv3_small_minimal_100.in1k,53.828,53.477,54.414,53.906
tiny_vit_21m_224.in1k,56.406,57.695,56.367,56.823
tiny_vit_5m_224.in1k,53.359,56.367,53.828,54.518
tinynet_c.in1k,52.422,51.367,55.977,53.255
tresnet_l.miil_in1k,59.297,57.812,57.383,58.164
tresnet_m.miil_in1k,56.523,60.469,58.008,58.333
tresnet_m.miil_in21k_ft_in1k,55.547,56.289,57.617,56.484
tresnet_v2_l.miil_in21k_ft_in1k,54.922,57.422,55.391,55.912
tresnet_xl.miil_in1k,57.5,59.219,57.734,58.151
twins_pcpvt_base.in1k,58.32,57.07,54.414,56.601
twins_pcpvt_large.in1k,58.516,55.898,57.344,57.253
twins_pcpvt_small.in1k,54.844,54.609,56.68,55.378
twins_svt_base.in1k,59.414,56.602,55.937,57.318
twins_svt_large.in1k,57.617,62.578,61.602,60.599
twins_svt_small.in1k,57.305,56.914,57.617,57.279
vgg11.tv_in1k,57.891,57.148,58.789,57.943
vgg11_bn.tv_in1k,58.281,58.398,58.867,58.515
vgg13.tv_in1k,58.633,59.961,58.516,59.037
vgg13_bn.tv_in1k,58.086,58.164,57.812,58.021
vgg16.tv_in1k,57.383,58.516,56.172,57.357
vgg16_bn.tv_in1k,61.016,59.492,60.664,60.391
vgg19.tv_in1k,57.852,59.141,58.125,58.373
vgg19_bn.tv_in1k,58.672,58.203,58.984,58.62
visformer_small.in1k,57.93,56.68,56.602,57.071
visformer_tiny.in1k,56.211,56.016,57.305,56.511
vit_base_mci_224.apple_mclip2_dfndr2b,56.055,55.391,57.422,56.289
vit_base_patch14_dinov2.lvd142m,51.797,53.945,52.695,52.812
vit_base_patch14_reg4_dinov2.lvd142m,61.523,53.438,57.344,57.435
vit_base_patch16_224.augreg2_in21k_ft_in1k,61.719,59.883,61.016,60.873
vit_base_patch16_224.augreg_in1k,52.461,56.25,54.414,54.375
vit_base_patch16_224.augreg_in21k_ft_in1k,59.453,55.547,52.422,55.807
vit_base_patch16_224.dino,58.164,56.875,56.641,57.227
vit_base_patch16_224.mae,53.32,55.234,57.734,55.429
vit_base_patch16_224.orig_in21k_ft_in1k,55.82,57.461,57.656,56.979
vit_base_patch16_224.sam_in1k,58.555,57.852,58.711,58.373
vit_base_patch16_224_miil.in21k_ft_in1k,58.906,57.031,56.289,57.409
