Model Name,Acc 1,Acc 2,Acc 3,Avg Acc
vit_base_patch16_224.sam_in1k,98.75,94.961,98.359,97.357
vit_base_patch16_224_miil.in21k_ft_in1k,98.086,97.539,77.266,90.964
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,56.094,98.203,53.164,69.154
vit_base_patch16_clip_224.laion2b_ft_in1k,56.406,98.945,98.203,84.518
vit_base_patch16_clip_224.openai,99.062,89.844,95.742,94.883
vit_base_patch16_clip_224.openai_ft_in12k_in1k,98.594,86.719,99.102,94.805
vit_base_patch16_clip_224.openai_ft_in1k,84.297,91.797,98.906,91.667
vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,98.477,99.062,98.945,98.828
vit_base_patch16_clip_384.laion2b_ft_in1k,49.023,54.375,50.898,51.432
vit_base_patch16_clip_quickgelu_224.metaclip_2pt5b,81.992,98.789,65.586,82.122
vit_base_patch16_dinov3.lvd1689m,99.297,98.555,97.383,98.412
vit_base_patch16_dinov3_qkvb.lvd1689m,98.945,98.555,98.945,98.815
vit_base_patch16_rpn_224.sw_in1k,97.969,98.281,97.969,98.073
vit_base_patch16_siglip_224.v2_webli,98.633,99.336,99.609,99.193
vit_base_patch16_siglip_512.v2_webli,99.414,99.18,98.711,99.102
vit_base_patch32_224.augreg_in1k,68.594,92.031,93.438,84.688
vit_base_patch32_224.augreg_in21k_ft_in1k,80.273,96.953,91.172,89.466
vit_base_patch32_224.sam_in1k,96.992,96.406,97.227,96.875
vit_base_patch32_384.augreg_in1k,96.25,96.289,97.852,96.797
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,93.945,67.109,88.164,83.073
vit_base_patch32_clip_224.laion2b_ft_in1k,98.359,88.047,98.672,95.026
vit_base_patch32_clip_224.openai_ft_in1k,99.102,98.672,99.062,98.945
vit_base_patch8_224.augreg2_in21k_ft_in1k,98.867,50.391,98.75,82.669
vit_base_patch8_224.augreg_in21k_ft_in1k,98.555,98.828,98.867,98.75
vit_huge_patch14_clip_224.laion2b_ft_in1k,87.461,98.828,55.547,80.612
vit_huge_patch14_clip_336.laion2b_ft_in12k_in1k,65.664,53.164,98.281,72.37
vit_large_patch14_clip_224.laion2b_ft_in12k_in1k,98.555,98.789,98.75,98.698
vit_large_patch14_clip_224.laion2b_ft_in1k,98.398,98.516,63.32,86.745
vit_large_patch14_clip_224.openai_ft_in12k_in1k,52.93,99.297,51.719,67.982
vit_large_patch14_clip_224.openai_ft_in1k,94.531,99.141,54.062,82.578
vit_large_patch14_clip_336.openai,51.797,64.375,99.141,71.771
vit_large_patch14_dinov2.lvd142m,70.703,96.836,98.672,88.737
vit_large_patch14_reg4_dinov2.lvd142m,99.219,99.102,99.414,99.245
vit_large_patch16_224.augreg_in21k_ft_in1k,57.422,75.859,55.586,62.956
vit_large_patch16_224.mae,99.336,99.297,99.492,99.375
vit_large_patch16_384.augreg_in21k_ft_in1k,95.156,51.055,98.398,81.536
vit_large_patch16_dinov3.lvd1689m,98.945,99.375,98.438,98.919
vit_large_patch16_dinov3_qkvb.lvd1689m,98.867,99.414,98.672,98.984
vit_large_patch16_siglip_384.webli,99.258,99.141,99.414,99.271
vit_large_r50_s32_384.augreg_in21k_ft_in1k,98.477,96.914,54.062,83.151
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,98.672,98.398,99.062,98.711
vit_pe_spatial_base_patch16_512.fb,50.742,51.445,98.789,66.992
vit_relpos_base_patch16_224.sw_in1k,65.586,89.648,63.164,72.799
vit_relpos_base_patch16_clsgap_224.sw_in1k,97.07,95.859,97.5,96.81
vit_relpos_medium_patch16_224.sw_in1k,98.438,97.852,97.969,98.086
vit_relpos_medium_patch16_cls_224.sw_in1k,97.5,98.203,98.125,97.943
vit_relpos_medium_patch16_rpn_224.sw_in1k,96.172,97.656,97.969,97.266
vit_relpos_small_patch16_224.sw_in1k,97.422,97.656,95.352,96.81
vit_small_patch14_dinov2.lvd142m,98.398,97.812,98.672,98.294
vit_small_patch14_reg4_dinov2.lvd142m,99.414,98.828,99.297,99.18
vit_small_patch16_224.augreg_in1k,98.945,97.227,97.852,98.008
vit_small_patch16_224.augreg_in21k_ft_in1k,98.75,98.711,98.516,98.659
vit_small_patch16_224.dino,98.047,98.008,98.242,98.099
vit_small_patch16_dinov3.lvd1689m,98.359,99.141,98.594,98.698
vit_small_patch16_dinov3_qkvb.lvd1689m,98.672,98.711,98.594,98.659
vit_so400m_patch14_siglip_gap_378.webli_ft_in1k,99.492,53.086,99.18,83.919
vit_srelpos_medium_patch16_224.sw_in1k,94.141,92.852,94.023,93.672
vit_srelpos_small_patch16_224.sw_in1k,84.141,96.992,96.133,92.422
vit_tiny_patch16_224.augreg_in21k_ft_in1k,97.578,98.594,97.227,97.8
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,70.352,65.781,91.328,75.82
volo_d1_224.sail_in1k,97.5,98.125,86.719,94.115
volo_d1_384.sail_in1k,98.867,98.828,96.758,98.151
volo_d2_224.sail_in1k,98.359,99.023,98.789,98.724
volo_d2_384.sail_in1k,98.828,98.984,99.336,99.049
volo_d3_224.sail_in1k,98.516,98.633,98.516,98.555
volo_d4_224.sail_in1k,98.789,99.023,98.711,98.841
volo_d5_224.sail_in1k,95.859,98.789,98.398,97.682
wide_resnet101_2.tv_in1k,98.477,98.555,98.75,98.594
wide_resnet50_2.tv_in1k,98.438,98.438,98.359,98.412
xception.tf_in1k,97.656,97.969,97.734,97.786
xception65.ra3_in1k,61.68,59.844,60.0,60.508
xcit_large_24_p16_224.fb_dist_in1k,95.82,96.406,81.641,91.289
xcit_medium_24_p8_224.fb_in1k,84.18,93.281,71.914,83.125
xcit_nano_12_p16_224.fb_in1k,87.227,73.594,92.656,84.492
xcit_nano_12_p8_224.fb_in1k,96.836,96.641,97.93,97.136
xcit_small_12_p16_224.fb_dist_in1k,92.773,69.766,92.148,84.896
xcit_small_12_p8_224.fb_in1k,95.781,90.586,96.68,94.349
xcit_small_24_p16_384.fb_dist_in1k,97.539,91.641,97.578,95.586
xcit_small_24_p8_224.fb_in1k,96.953,70.664,89.102,85.573
xcit_tiny_12_p16_224.fb_dist_in1k,92.422,91.562,97.305,93.763
xcit_tiny_12_p16_384.fb_dist_in1k,95.664,93.594,97.266,95.508
xcit_tiny_12_p8_224.fb_in1k,93.945,97.656,85.234,92.278
xcit_tiny_24_p8_224.fb_in1k,64.531,96.68,91.367,84.193
Total Average,86.617,86.496,86.996,86.703
