Model Name,Acc 1,Acc 2,Acc 3,Avg Acc
vit_base_patch16_224.augreg2_in21k_ft_in1k,51.094,52.422,49.219,50.912
vit_base_patch16_224.augreg_in1k,50.039,49.414,49.18,49.544
vit_base_patch16_224.augreg_in21k_ft_in1k,50.586,51.016,52.93,51.511
vit_base_patch16_224.dino,50.156,50.977,51.172,50.768
vit_base_patch16_224.mae,53.32,53.945,53.086,53.45
vit_base_patch16_224.orig_in21k_ft_in1k,51.641,50.313,52.812,51.589
vit_base_patch16_224.sam_in1k,50.859,51.641,50.313,50.938
vit_base_patch16_224_miil.in21k_ft_in1k,50.0,49.141,50.586,49.909
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,50.195,50.664,48.906,49.922
vit_base_patch16_clip_224.laion2b_ft_in1k,49.141,49.453,50.82,49.805
vit_base_patch16_clip_224.openai,53.633,54.258,53.633,53.841
vit_base_patch16_clip_224.openai_ft_in12k_in1k,52.617,53.047,52.305,52.656
vit_base_patch16_clip_224.openai_ft_in1k,50.82,51.133,50.352,50.768
vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,51.406,51.328,51.836,51.523
vit_base_patch16_clip_384.laion2b_ft_in1k,50.0,52.422,50.469,50.964
vit_base_patch16_clip_quickgelu_224.metaclip_2pt5b,52.539,52.617,53.242,52.799
vit_base_patch16_dinov3.lvd1689m,51.367,51.602,51.758,51.576
vit_base_patch16_dinov3_qkvb.lvd1689m,53.477,51.836,51.602,52.305
vit_base_patch16_rpn_224.sw_in1k,52.383,50.391,50.586,51.12
vit_base_patch16_siglip_224.v2_webli,50.859,52.305,52.852,52.005
vit_base_patch16_siglip_512.v2_webli,51.328,52.422,50.625,51.458
vit_base_patch32_224.augreg_in1k,48.359,47.148,48.086,47.864
vit_base_patch32_224.augreg_in21k_ft_in1k,52.695,51.797,51.289,51.927
vit_base_patch32_224.sam_in1k,50.195,47.383,49.961,49.18
vit_base_patch32_384.augreg_in1k,49.375,48.945,49.219,49.18
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,48.164,49.844,50.273,49.427
vit_base_patch32_clip_224.laion2b_ft_in1k,50.547,51.953,50.078,50.859
vit_base_patch32_clip_224.openai_ft_in1k,51.367,49.961,51.094,50.807
vit_base_patch8_224.augreg2_in21k_ft_in1k,49.688,50.273,52.852,50.938
vit_base_patch8_224.augreg_in21k_ft_in1k,54.688,50.547,52.734,52.656
vit_huge_patch14_clip_224.laion2b_ft_in1k,53.164,55.195,53.398,53.919
vit_huge_patch14_clip_336.laion2b_ft_in12k_in1k,53.555,54.023,53.633,53.737
vit_large_patch14_clip_224.laion2b_ft_in12k_in1k,50.313,51.641,51.25,51.068
vit_large_patch14_clip_224.laion2b_ft_in1k,54.766,55.0,52.969,54.245
vit_large_patch14_clip_224.openai_ft_in12k_in1k,51.484,51.719,50.313,51.172
vit_large_patch14_clip_224.openai_ft_in1k,53.594,51.758,50.742,52.031
vit_large_patch14_clip_336.openai,52.773,53.867,53.984,53.541
vit_large_patch14_dinov2.lvd142m,52.852,54.492,53.477,53.607
vit_large_patch14_reg4_dinov2.lvd142m,55.508,55.312,54.258,55.026
vit_large_patch16_224.augreg_in21k_ft_in1k,52.031,51.211,53.008,52.083
vit_large_patch16_224.mae,52.539,53.203,52.93,52.891
vit_large_patch16_384.augreg_in21k_ft_in1k,49.883,51.25,52.5,51.211
vit_large_patch16_dinov3.lvd1689m,51.875,50.742,51.602,51.406
vit_large_patch16_dinov3_qkvb.lvd1689m,51.445,50.117,51.094,50.885
vit_large_patch16_siglip_384.webli,50.742,50.664,50.898,50.768
vit_large_r50_s32_384.augreg_in21k_ft_in1k,51.445,51.172,50.43,51.016
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,51.992,50.195,51.328,51.172
vit_pe_spatial_base_patch16_512.fb,51.914,51.953,50.938,51.602
vit_relpos_base_patch16_224.sw_in1k,51.758,51.914,50.703,51.458
vit_relpos_base_patch16_clsgap_224.sw_in1k,53.672,52.031,51.914,52.539
vit_relpos_medium_patch16_224.sw_in1k,49.883,51.836,53.555,51.758
vit_relpos_medium_patch16_cls_224.sw_in1k,51.914,51.797,51.016,51.576
vit_relpos_medium_patch16_rpn_224.sw_in1k,50.195,52.07,51.68,51.315
vit_relpos_small_patch16_224.sw_in1k,55.312,52.031,51.445,52.929
vit_small_patch14_dinov2.lvd142m,51.25,51.992,53.906,52.383
vit_small_patch14_reg4_dinov2.lvd142m,49.492,48.008,51.602,49.701
vit_small_patch16_224.augreg_in1k,49.805,50.586,50.234,50.208
vit_small_patch16_224.augreg_in21k_ft_in1k,52.266,50.703,50.82,51.263
vit_small_patch16_224.dino,51.875,50.625,51.289,51.263
vit_small_patch16_dinov3.lvd1689m,53.086,48.516,54.766,52.123
vit_small_patch16_dinov3_qkvb.lvd1689m,49.648,49.727,49.609,49.661
vit_so400m_patch14_siglip_gap_378.webli_ft_in1k,50.781,53.008,50.625,51.471
vit_srelpos_medium_patch16_224.sw_in1k,54.336,52.578,53.32,53.411
vit_srelpos_small_patch16_224.sw_in1k,51.094,54.219,52.812,52.708
vit_tiny_patch16_224.augreg_in21k_ft_in1k,48.477,51.172,50.625,50.091
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,51.758,53.203,51.055,52.005
volo_d1_224.sail_in1k,54.961,54.219,53.359,54.18
volo_d1_384.sail_in1k,53.086,53.594,52.773,53.151
volo_d2_224.sail_in1k,53.359,53.438,53.203,53.333
volo_d2_384.sail_in1k,52.266,51.992,50.742,51.667
volo_d3_224.sail_in1k,50.586,51.836,53.477,51.966
volo_d4_224.sail_in1k,52.266,52.305,53.555,52.709
volo_d5_224.sail_in1k,53.984,55.039,54.023,54.349
wide_resnet101_2.tv_in1k,50.352,49.844,50.977,50.391
wide_resnet50_2.tv_in1k,51.562,51.836,53.008,52.135
xception.tf_in1k,51.094,52.266,49.961,51.107
xception65.ra3_in1k,56.484,56.445,56.563,56.497
xcit_large_24_p16_224.fb_dist_in1k,50.117,49.492,50.352,49.987
xcit_medium_24_p8_224.fb_in1k,52.695,52.734,52.734,52.721
xcit_nano_12_p16_224.fb_in1k,50.859,51.406,50.273,50.846
xcit_nano_12_p8_224.fb_in1k,50.859,50.156,51.758,50.924
xcit_small_12_p16_224.fb_dist_in1k,51.914,51.914,52.266,52.031
xcit_small_12_p8_224.fb_in1k,49.531,50.391,49.883,49.935
xcit_small_24_p16_384.fb_dist_in1k,53.008,50.352,49.922,51.094
xcit_small_24_p8_224.fb_in1k,50.273,50.508,50.156,50.312
xcit_tiny_12_p16_224.fb_dist_in1k,50.977,50.664,51.68,51.107
xcit_tiny_12_p16_384.fb_dist_in1k,50.938,50.664,50.781,50.794
xcit_tiny_12_p8_224.fb_in1k,53.32,50.664,53.398,52.461
xcit_tiny_24_p8_224.fb_in1k,53.828,51.211,52.031,52.357
Total Average,51.947,51.853,51.955,51.918
