task_key,task,model,family,lp_avg,ft_avg,delta_ft_minus_lp,lp_run_range,ft_run_range,lp_run_std,ft_run_std,imagenet_top1,imagenet_top5,param_count_m,img_size
vpt1_v18,VPT1 v18,convnext_large.fb_in22k_ft_in1k,convnext,55.768,60.911,5.143000000000001,1.2110000000000056,4.8430000000000035,0.49855858900100103,2.1508860706436534,86.612,98.036,197.77,224
vpt1_v18,VPT1 v18,convnext_large.fb_in22k_ft_in1k_384,convnext,58.008,63.359,5.350999999999999,1.678999999999995,6.445,0.749764555636558,2.63130474606547,87.456,98.38,197.77,384
vpt1_v18,VPT1 v18,convnext_large_mlp.clip_laion2b_augreg_ft_in1k,convnext,59.284,59.427,0.14300000000000068,0.8599999999999994,3.4370000000000047,0.3530136918968815,1.4604768627632114,87.344,98.222,200.13,256
vpt1_v18,VPT1 v18,convnext_large_mlp.clip_laion2b_soup_ft_in12k_in1k_384,convnext,60.377,62.149,1.7719999999999985,0.7029999999999959,2.8129999999999953,0.2963290213409543,1.149737457953866,88.334,98.574,200.13,384
vpt1_v18,VPT1 v18,convnext_nano.in12k_ft_in1k,convnext,53.841,57.331,3.490000000000002,1.6020000000000039,1.5230000000000032,0.737493050814719,0.6299306840174307,82.306,96.338,15.59,224
vpt1_v18,VPT1 v18,convnext_small.fb_in1k,convnext,55.247,58.607,3.3599999999999994,1.5229999999999961,3.0460000000000065,0.6300065255393948,1.2599371236516377,83.144,96.432,50.22,224
vpt1_v18,VPT1 v18,convnext_small.fb_in22k_ft_in1k,convnext,55.521,58.945,3.4239999999999995,1.0930000000000035,4.765000000000001,0.5063031590745709,1.973289695463447,84.582,97.414,50.22,224
vpt1_v18,VPT1 v18,convnext_small.in12k_ft_in1k_384,convnext,56.953,61.029,4.0760000000000005,0.4680000000000035,8.984000000000002,0.19886176103011965,4.163507922680373,86.186,97.92,50.22,384
vpt1_v18,VPT1 v18,convnext_tiny.fb_in22k_ft_in1k,convnext,56.732,58.971,2.238999999999997,2.7349999999999994,2.1870000000000047,1.1189936947493888,0.893586158253487,78.95,94.708,28.59,288
vpt1_v18,VPT1 v18,convnext_xlarge.fb_in22k_ft_in1k_384,convnext,59.895,63.893,3.9979999999999976,1.25,2.1480000000000032,0.5892556509887896,0.8781333738232617,87.764,98.552,350.2,384
vpt1_v18,VPT1 v18,convnext_xxlarge.clip_laion2b_soup_ft_in1k,convnext,60.208,57.201,-3.006999999999998,1.3669999999999973,2.8130000000000024,0.5672461742684745,1.1507696941129841,88.622,98.718,846.47,256
vpt1_v18,VPT1 v18,convnextv2_atto.fcmae_ft_in1k,convnextv2,53.06,57.591,4.530999999999999,3.2420000000000044,2.1870000000000047,1.3540194484078403,0.9882115158203755,76.644,93.042,3.71,224
vpt1_v18,VPT1 v18,convnextv2_base.fcmae_ft_in22k_in1k,convnextv2,56.927,61.758,4.831000000000003,1.600999999999999,0.4689999999999941,0.6536701512740705,0.19146859330506738,86.752,98.02,88.72,224
vpt1_v18,VPT1 v18,convnextv2_base.fcmae_ft_in22k_in1k_384,convnextv2,57.93,62.396,4.466000000000001,1.328000000000003,3.827999999999996,0.6084742302586773,1.6055562552862737,87.638,98.416,88.72,384
vpt1_v18,VPT1 v18,convnextv2_large.fcmae_ft_in1k,convnextv2,55.976,60.833,4.856999999999999,0.625,0.2739999999999938,0.26109810842329406,0.11225665038453173,85.762,97.574,197.96,224
